"Country or Area","Year","Area","Type of housing unit","City","Availability of ICT","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Czechia","2011","Total","Other housing units","PRAHA","All households","Census - de jure - complete tabulation","Final figure, complete","2012","7555",""
"Czechia","2001","Total","Total","Brno","All households","Census - de jure - complete tabulation","Final figure, complete","2009","151724",""
"Czechia","2001","Total","Total","Brno","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","78904",""
"Czechia","2001","Total","Total","Brno","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","9330",""
"Czechia","2001","Total","Total","Brno","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","30993",""
"Czechia","2001","Total","Total","Brno","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","13898",""
"Czechia","2001","Total","Total","Ostrava","All households","Census - de jure - complete tabulation","Final figure, complete","2009","128388",""
"Czechia","2001","Total","Total","Ostrava","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","56690",""
"Czechia","2001","Total","Total","Ostrava","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","13937",""
"Czechia","2001","Total","Total","Ostrava","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","17619",""
"Czechia","2001","Total","Total","Ostrava","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","7200",""
"Czechia","2001","Total","Total","Plzen","All households","Census - de jure - complete tabulation","Final figure, complete","2009","68092",""
"Czechia","2001","Total","Total","Plzen","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","32797",""
"Czechia","2001","Total","Total","Plzen","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","5162",""
"Czechia","2001","Total","Total","Plzen","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","11345",""
"Czechia","2001","Total","Total","Plzen","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","4310",""
"Czechia","2001","Total","Total","PRAHA","All households","Census - de jure - complete tabulation","Final figure, complete","2009","496940",""
"Czechia","2001","Total","Total","PRAHA","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","241859",""
"Czechia","2001","Total","Total","PRAHA","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","24866",""
"Czechia","2001","Total","Total","PRAHA","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","112463",""
"Czechia","2001","Total","Total","PRAHA","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","55194",""
"Czechia","2001","Total","Conventional dwellings","Brno","All households","Census - de jure - complete tabulation","Final figure, complete","2009","151724",""
"Czechia","2001","Total","Conventional dwellings","Brno","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","78904",""
"Czechia","2001","Total","Conventional dwellings","Brno","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","9330",""
"Czechia","2001","Total","Conventional dwellings","Brno","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","30993",""
"Czechia","2001","Total","Conventional dwellings","Brno","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","13898",""
"Czechia","2001","Total","Conventional dwellings","Ostrava","All households","Census - de jure - complete tabulation","Final figure, complete","2009","128388",""
"Czechia","2001","Total","Conventional dwellings","Ostrava","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","56690",""
"Czechia","2001","Total","Conventional dwellings","Ostrava","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","13937",""
"Czechia","2001","Total","Conventional dwellings","Ostrava","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","17619",""
"Czechia","2001","Total","Conventional dwellings","Ostrava","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","7200",""
"Czechia","2001","Total","Conventional dwellings","Plzen","All households","Census - de jure - complete tabulation","Final figure, complete","2009","68092",""
"Czechia","2001","Total","Conventional dwellings","Plzen","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","32797",""
"Czechia","2001","Total","Conventional dwellings","Plzen","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","5162",""
"Czechia","2001","Total","Conventional dwellings","Plzen","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","11345",""
"Czechia","2001","Total","Conventional dwellings","Plzen","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","4310",""
"Czechia","2001","Total","Conventional dwellings","PRAHA","All households","Census - de jure - complete tabulation","Final figure, complete","2009","496940",""
"Czechia","2001","Total","Conventional dwellings","PRAHA","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","241859",""
"Czechia","2001","Total","Conventional dwellings","PRAHA","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2009","24866",""
"Czechia","2001","Total","Conventional dwellings","PRAHA","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","112463",""
"Czechia","2001","Total","Conventional dwellings","PRAHA","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","55194",""
"Dominican Republic","2010","Total","Total","La Romana","All households","Census - de jure - complete tabulation","Final figure, complete","2013","40142",""
"Dominican Republic","2010","Total","Total","La Romana","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","21344",""
"Dominican Republic","2010","Total","Total","La Romana","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","33827",""
"Dominican Republic","2010","Total","Total","La Romana","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","10742",""
"Dominican Republic","2010","Total","Total","La Romana","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","33027",""
"Dominican Republic","2010","Total","Total","La Romana","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","10017",""
"Dominican Republic","2010","Total","Total","La Romana","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","6933",""
"Dominican Republic","2010","Total","Total","San Pedro de Macorís","All households","Census - de jure - complete tabulation","Final figure, complete","2013","52827",""
"Dominican Republic","2010","Total","Total","San Pedro de Macorís","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","26149",""
"Dominican Republic","2010","Total","Total","San Pedro de Macorís","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","43811",""
"Dominican Republic","2010","Total","Total","San Pedro de Macorís","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","12089",""
"Dominican Republic","2010","Total","Total","San Pedro de Macorís","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","41743",""
"Dominican Republic","2010","Total","Total","San Pedro de Macorís","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","11063",""
"Dominican Republic","2010","Total","Total","San Pedro de Macorís","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","7323",""
"Dominican Republic","2010","Total","Total","Santiago de los Caballeros","All households","Census - de jure - complete tabulation","Final figure, complete","2013","175421",""
"Dominican Republic","2010","Total","Total","Santiago de los Caballeros","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","100838",""
"Dominican Republic","2010","Total","Total","Santiago de los Caballeros","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","150641",""
"Dominican Republic","2010","Total","Total","Santiago de los Caballeros","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","60847",""
"Dominican Republic","2010","Total","Total","Santiago de los Caballeros","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","144376",""
"Dominican Republic","2010","Total","Total","Santiago de los Caballeros","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","53170",""
"Dominican Republic","2010","Total","Total","Santiago de los Caballeros","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","38976",""
"Dominican Republic","2010","Total","Total","SANTO DOMINGO","All households","Census - de jure - complete tabulation","Final figure, complete","2013","289084",""
"Dominican Republic","2010","Total","Total","SANTO DOMINGO","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","177947",""
"Dominican Republic","2010","Total","Total","SANTO DOMINGO","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","255233",""
"Dominican Republic","2010","Total","Total","SANTO DOMINGO","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","140582",""
"Dominican Republic","2010","Total","Total","SANTO DOMINGO","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","240344",""
"Dominican Republic","2010","Total","Total","SANTO DOMINGO","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","115620",""
"Dominican Republic","2010","Total","Total","SANTO DOMINGO","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","96234",""
"Dominican Republic","2010","Total","Conventional dwellings","La Romana","All households","Census - de jure - complete tabulation","Final figure, complete","2013","29989",""
"Dominican Republic","2010","Total","Conventional dwellings","La Romana","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","17224",""
"Dominican Republic","2010","Total","Conventional dwellings","La Romana","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","26438",""
"Dominican Republic","2010","Total","Conventional dwellings","La Romana","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","9725",""
"Dominican Republic","2010","Total","Conventional dwellings","La Romana","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","25185",""
"Dominican Republic","2010","Total","Conventional dwellings","La Romana","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","8865",""
"Dominican Republic","2010","Total","Conventional dwellings","La Romana","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","6243",""
"Dominican Republic","2010","Total","Conventional dwellings","San Pedro de Macorís","All households","Census - de jure - complete tabulation","Final figure, complete","2013","41835",""
"Dominican Republic","2010","Total","Conventional dwellings","San Pedro de Macorís","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","21755",""
"Dominican Republic","2010","Total","Conventional dwellings","San Pedro de Macorís","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","35737",""
"Dominican Republic","2010","Total","Conventional dwellings","San Pedro de Macorís","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","10978",""
"Dominican Republic","2010","Total","Conventional dwellings","San Pedro de Macorís","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","33641",""
"Dominican Republic","2010","Total","Conventional dwellings","San Pedro de Macorís","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","9827",""
"Dominican Republic","2010","Total","Conventional dwellings","San Pedro de Macorís","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","6641",""
"Dominican Republic","2010","Total","Conventional dwellings","Santiago de los Caballeros","All households","Census - de jure - complete tabulation","Final figure, complete","2013","149559",""
"Dominican Republic","2010","Total","Conventional dwellings","Santiago de los Caballeros","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","89740",""
"Dominican Republic","2010","Total","Conventional dwellings","Santiago de los Caballeros","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","132229",""
"Dominican Republic","2010","Total","Conventional dwellings","Santiago de los Caballeros","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","57576",""
"Dominican Republic","2010","Total","Conventional dwellings","Santiago de los Caballeros","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","124643",""
"Dominican Republic","2010","Total","Conventional dwellings","Santiago de los Caballeros","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","49179",""
"Dominican Republic","2010","Total","Conventional dwellings","Santiago de los Caballeros","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","36561",""
"Dominican Republic","2010","Total","Conventional dwellings","SANTO DOMINGO","All households","Census - de jure - complete tabulation","Final figure, complete","2013","254432",""
"Dominican Republic","2010","Total","Conventional dwellings","SANTO DOMINGO","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","161169",""
"Dominican Republic","2010","Total","Conventional dwellings","SANTO DOMINGO","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","227755",""
"Dominican Republic","2010","Total","Conventional dwellings","SANTO DOMINGO","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","132100",""
"Dominican Republic","2010","Total","Conventional dwellings","SANTO DOMINGO","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","213524",""
"Dominican Republic","2010","Total","Conventional dwellings","SANTO DOMINGO","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","108813",""
"Dominican Republic","2010","Total","Conventional dwellings","SANTO DOMINGO","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","91488",""
"Dominican Republic","2010","Total","Other housing units","La Romana","All households","Census - de jure - complete tabulation","Final figure, complete","2013","9563",""
"Dominican Republic","2010","Total","Other housing units","La Romana","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","3836",""
"Dominican Republic","2010","Total","Other housing units","La Romana","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","6887",""
"Dominican Republic","2010","Total","Other housing units","La Romana","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","926",""
"Dominican Republic","2010","Total","Other housing units","La Romana","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","7354",""
"Dominican Republic","2010","Total","Other housing units","La Romana","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","1036",""
"Dominican Republic","2010","Total","Other housing units","La Romana","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","621",""
"Dominican Republic","2010","Total","Other housing units","San Pedro de Macorís","All households","Census - de jure - complete tabulation","Final figure, complete","2013","10428",""
"Dominican Republic","2010","Total","Other housing units","San Pedro de Macorís","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","4125",""
"Dominican Republic","2010","Total","Other housing units","San Pedro de Macorís","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","7639",""
"Dominican Republic","2010","Total","Other housing units","San Pedro de Macorís","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","1035",""
"Dominican Republic","2010","Total","Other housing units","San Pedro de Macorís","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","7669",""
"Dominican Republic","2010","Total","Other housing units","San Pedro de Macorís","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","1146",""
"Dominican Republic","2010","Total","Other housing units","San Pedro de Macorís","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","632",""
"Dominican Republic","2010","Total","Other housing units","Santiago de los Caballeros","All households","Census - de jure - complete tabulation","Final figure, complete","2013","24362",""
"Dominican Republic","2010","Total","Other housing units","Santiago de los Caballeros","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","10424",""
"Dominican Republic","2010","Total","Other housing units","Santiago de los Caballeros","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","17339",""
"Dominican Republic","2010","Total","Other housing units","Santiago de los Caballeros","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","3032",""
"Dominican Republic","2010","Total","Other housing units","Santiago de los Caballeros","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","18642",""
"Dominican Republic","2010","Total","Other housing units","Santiago de los Caballeros","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","3699",""
"Dominican Republic","2010","Total","Other housing units","Santiago de los Caballeros","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","2237",""
"Dominican Republic","2010","Total","Other housing units","SANTO DOMINGO","All households","Census - de jure - complete tabulation","Final figure, complete","2013","31999",""
"Dominican Republic","2010","Total","Other housing units","SANTO DOMINGO","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","15397",""
"Dominican Republic","2010","Total","Other housing units","SANTO DOMINGO","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","25307",""
"Dominican Republic","2010","Total","Other housing units","SANTO DOMINGO","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","7668",""
"Dominican Republic","2010","Total","Other housing units","SANTO DOMINGO","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","24720",""
"Dominican Republic","2010","Total","Other housing units","SANTO DOMINGO","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","6129",""
"Dominican Republic","2010","Total","Other housing units","SANTO DOMINGO","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","4260",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","La Romana","All households","Census - de jure - complete tabulation","Final figure, complete","2013","590",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","La Romana","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","284",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","La Romana","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","502",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","La Romana","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","91",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","La Romana","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","488",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","La Romana","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","116",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","La Romana","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","69",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","San Pedro de Macorís","All households","Census - de jure - complete tabulation","Final figure, complete","2013","564",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","San Pedro de Macorís","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","269",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","San Pedro de Macorís","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","435",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","San Pedro de Macorís","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","76",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","San Pedro de Macorís","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","433",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","San Pedro de Macorís","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","90",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","San Pedro de Macorís","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","50",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","Santiago de los Caballeros","All households","Census - de jure - complete tabulation","Final figure, complete","2013","1500",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","Santiago de los Caballeros","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","674",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","Santiago de los Caballeros","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","1073",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","Santiago de los Caballeros","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","239",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","Santiago de los Caballeros","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","1091",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","Santiago de los Caballeros","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","292",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","Santiago de los Caballeros","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","178",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","SANTO DOMINGO","All households","Census - de jure - complete tabulation","Final figure, complete","2013","2653",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","SANTO DOMINGO","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2013","1381",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","SANTO DOMINGO","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2013","2171",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","SANTO DOMINGO","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2013","814",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","SANTO DOMINGO","Households having mobile cellular telephone","Census - de jure - complete tabulation","Final figure, complete","2013","2100",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","SANTO DOMINGO","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2013","678",""
"Dominican Republic","2010","Total","Unknown (type of housing unit)","SANTO DOMINGO","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2013","486",""
"Dominican Republic","2002","Total","Total","La Romana","All households","Census - de jure - complete tabulation","Final figure, complete","2010","50436",""
"Dominican Republic","2002","Total","Total","La Romana","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2009","25939",""
"Dominican Republic","2002","Total","Total","La Romana","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2009","36442",""
"Dominican Republic","2002","Total","Total","La Romana","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","21029","6"
"Dominican Republic","2002","Total","Total","La Romana","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","2774",""
"Dominican Republic","2002","Total","Total","La Romana","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","1029",""
"Dominican Republic","2002","Total","Total","San Pedro de Macorís","All households","Census - de jure - complete tabulation","Final figure, complete","2010","50095",""
"Dominican Republic","2002","Total","Total","San Pedro de Macorís","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2009","25431",""
"Dominican Republic","2002","Total","Total","San Pedro de Macorís","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2009","37505",""
"Dominican Republic","2002","Total","Total","San Pedro de Macorís","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","19194","6"
"Dominican Republic","2002","Total","Total","San Pedro de Macorís","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","2773",""
"Dominican Republic","2002","Total","Total","San Pedro de Macorís","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","989",""
"Dominican Republic","2002","Total","Total","Santiago de los Caballeros","All households","Census - de jure - complete tabulation","Final figure, complete","2010","132579",""
"Dominican Republic","2002","Total","Total","Santiago de los Caballeros","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2009","76250",""
"Dominican Republic","2002","Total","Total","Santiago de los Caballeros","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2009","107161",""
"Dominican Republic","2002","Total","Total","Santiago de los Caballeros","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","67404","6"
"Dominican Republic","2002","Total","Total","Santiago de los Caballeros","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","12660",""
"Dominican Republic","2002","Total","Total","Santiago de los Caballeros","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","6795",""
"Dominican Republic","2002","Total","Total","SANTO DOMINGO","All households","Census - de jure - complete tabulation","Final figure, complete","2010","496920",""
"Dominican Republic","2002","Total","Total","SANTO DOMINGO","Households having radio","Census - de jure - complete tabulation","Final figure, complete","2009","294624","7"
"Dominican Republic","2002","Total","Total","SANTO DOMINGO","Households having television set","Census - de jure - complete tabulation","Final figure, complete","2009","398578","7"
"Dominican Republic","2002","Total","Total","SANTO DOMINGO","Households having fixed line telephone","Census - de jure - complete tabulation","Final figure, complete","2009","284608","6,7"
"Dominican Republic","2002","Total","Total","SANTO DOMINGO","Households having personal computer","Census - de jure - complete tabulation","Final figure, complete","2009","69005","7"
"Dominican Republic","2002","Total","Total","SANTO DOMINGO","Households accessing the internet from home","Census - de jure - complete tabulation","Final figure, complete","2009","39321","7"
"Ecuador","2010","Total","Total","Cuenca","All households","Census - de facto - complete tabulation","Final figure, complete","2015","86317","8"
"Ecuador","2010","Total","Total","Cuenca","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2015","45295","8"
"Ecuador","2010","Total","Total","Cuenca","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2015","72653","8"
"Ecuador","2010","Total","Total","Cuenca","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2015","48312","8"
"Ecuador","2010","Total","Total","Cuenca","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2015","19240","8"
"Ecuador","2010","Total","Total","Guayaquil","All households","Census - de facto - complete tabulation","Final figure, complete","2015","583376","8"
"Ecuador","2010","Total","Total","Guayaquil","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2015","229401","8"
"Ecuador","2010","Total","Total","Guayaquil","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2015","488079","8"
"Ecuador","2010","Total","Total","Guayaquil","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2015","171170","8"
"Ecuador","2010","Total","Total","Guayaquil","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2015","102757","8"
"Ecuador","2010","Total","Total","Machala","All households","Census - de facto - complete tabulation","Final figure, complete","2015","61363","8"
"Ecuador","2010","Total","Total","Machala","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2015","18508","8"
"Ecuador","2010","Total","Total","Machala","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2015","51994","8"
"Ecuador","2010","Total","Total","Machala","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2015","18528","8"
"Ecuador","2010","Total","Total","Machala","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2015","10682","8"
"Ecuador","2010","Total","Total","QUITO","All households","Census - de facto - complete tabulation","Final figure, complete","2015","464608","8"
"Ecuador","2010","Total","Total","QUITO","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2015","298784","8"
"Ecuador","2010","Total","Total","QUITO","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2015","413380","8"
"Ecuador","2010","Total","Total","QUITO","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2015","245570","8"
"Ecuador","2010","Total","Total","QUITO","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2015","137633","8"
"Ecuador","2010","Total","Conventional dwellings","Cuenca","All households","Census - de facto - complete tabulation","Final figure, complete","2015","86317","8"
"Ecuador","2010","Total","Conventional dwellings","Cuenca","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2015","45295","8"
"Ecuador","2010","Total","Conventional dwellings","Cuenca","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2015","72653","8"
"Ecuador","2010","Total","Conventional dwellings","Cuenca","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2015","48312","8"
"Ecuador","2010","Total","Conventional dwellings","Cuenca","Households accessing the internet from home","Census - de facto - complete tabulation","Final figure, complete","2015","19240","8"
"Ecuador","2010","Total","Conventional dwellings","Guayaquil","All households","Census - de facto - complete tabulation","Final figure, complete","2015","583376","8"
"Ecuador","2010","Total","Conventional dwellings","Guayaquil","Households having fixed line telephone","Census - de facto - complete tabulation","Final figure, complete","2015","229401","8"
"Ecuador","2010","Total","Conventional dwellings","Guayaquil","Households having mobile cellular telephone","Census - de facto - complete tabulation","Final figure, complete","2015","488079","8"
"Ecuador","2010","Total","Conventional dwellings","Guayaquil","Households having personal computer","Census - de facto - complete tabulation","Final figure, complete","2015","171170","8"
